anon_polygon_id,year,start,end,duration_days,n_points,min_z,mean_z,ndvi_deficit,severity,kind,confidence,drivers,explanation,sensors
AOI-0037,2020,2020-09-12,2020-10-19,38,17,-1.73,-1.32,0.122,угнетение,стресс,0.99,['дефицит осадков'],"12 сентября – 19 октября 2020, 38 дней, 17 наблюдений. NDVI ниже нормы в среднем на 1.3σ (минимум -1.7σ), это 0.12 по шкале NDVI. Осадки за 60 дней до эпизода: 7 мм при норме 40 мм (17 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Эпизод приходится на осень: у озимых это период сева и всходов, низкий NDVI здесь говорит о плохом развитии всходов, а не о гибели посева. Вероятная причина: дефицит влаги.","['landsat', 'modis', 's2']"
AOI-0037,2021,2021-04-08,2021-04-16,9,3,-2.16,-1.62,0.147,критическая,стресс,0.74,['избыток осадков'],"8 апреля – 16 апреля 2021, 9 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.6σ (минимум -2.2σ), это 0.15 по шкале NDVI. Осадки за 60 дней до эпизода: 27 мм при норме 5 мм (563 % нормы). Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 's2']"
AOI-0037,2024,2024-09-29,2024-10-30,32,8,-1.66,-1.34,0.121,угнетение,стресс,0.99,['дефицит осадков'],"29 сентября – 30 октября 2024, 32 дня, 8 наблюдений. NDVI ниже нормы в среднем на 1.3σ (минимум -1.7σ), это 0.12 по шкале NDVI. Осадки за 60 дней до эпизода: 4 мм при норме 36 мм (10 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Эпизод приходится на осень: у озимых это период сева и всходов, низкий NDVI здесь говорит о плохом развитии всходов, а не о гибели посева. Вероятная причина: дефицит влаги.","['landsat', 'modis', 's2']"
AOI-0038,2010,2010-04-07,2010-05-04,28,6,-2.03,-1.62,0.208,критическая,стресс,0.93,['дефицит осадков'],"7 апреля – 4 мая 2010, 28 дней, 6 наблюдений. NDVI ниже нормы в среднем на 1.6σ (минимум -2.0σ), это 0.21 по шкале NDVI. Осадки за 60 дней до эпизода: 2 мм при норме 5 мм (35 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Вероятная причина: дефицит влаги.","['landsat', 'modis']"
AOI-0038,2010,2010-05-25,2010-06-20,27,8,-1.88,-1.24,0.167,угнетение,стресс,0.98,['избыток осадков'],"25 мая – 20 июня 2010, 27 дней, 8 наблюдений. NDVI ниже нормы в среднем на 1.2σ (минимум -1.9σ), это 0.17 по шкале NDVI. Осадки за 60 дней до эпизода: 130 мм при норме 68 мм (192 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 'modis']"
AOI-0038,2010,2010-07-31,2010-08-24,25,8,-1.26,-1.11,0.105,угнетение,уборка,0.97,"['дефицит осадков', 'аномальная жара']","31 июля – 24 августа 2010, 25 дней, 8 наблюдений. NDVI ниже нормы в среднем на 1.1σ (минимум -1.3σ), это 0.10 по шкале NDVI. Осадки за 60 дней до эпизода: 25 мм при норме 52 мм (47 % нормы). Дней жарче 30 °C за предшествующий месяц: 11 при норме 5. Подтверждено несколькими сенсорами: Landsat, MODIS. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['landsat', 'modis']"
AOI-0038,2010,2010-09-25,2010-10-26,32,3,-1.42,-1.19,0.118,угнетение,стресс,0.84,['дефицит осадков'],"25 сентября – 26 октября 2010, 32 дня, 3 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.4σ), это 0.12 по шкале NDVI. Осадки за 60 дней до эпизода: 19 мм при норме 38 мм (51 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Эпизод приходится на осень: у озимых это период сева и всходов, низкий NDVI здесь говорит о плохом развитии всходов, а не о гибели посева. Вероятная причина: дефицит влаги.","['landsat', 'modis']"
AOI-0038,2012,2012-04-15,2012-05-24,40,6,-2.19,-1.5,0.198,критическая,стресс,0.94,['дефицит осадков'],"15 апреля – 24 мая 2012, 40 дней, 6 наблюдений. NDVI ниже нормы в среднем на 1.5σ (минимум -2.2σ), это 0.20 по шкале NDVI. Осадки за 60 дней до эпизода: 8 мм при норме 18 мм (45 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Вероятная причина: дефицит влаги.","['landsat', 'modis']"
AOI-0038,2013,2013-04-02,2013-05-04,33,10,-1.78,-1.58,0.187,угнетение,стресс,0.9,[],"2 апреля – 4 мая 2013, 33 дня, 10 наблюдений. NDVI ниже нормы в среднем на 1.6σ (минимум -1.8σ), это 0.19 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0038,2013,2013-05-20,2013-06-28,40,8,-2.2,-1.61,0.199,критическая,стресс,0.99,['дефицит осадков'],"20 мая – 28 июня 2013, 40 дней, 8 наблюдений. NDVI ниже нормы в среднем на 1.6σ (минимум -2.2σ), это 0.20 по шкале NDVI. Осадки за 60 дней до эпизода: 36 мм при норме 68 мм (53 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Вероятная причина: дефицит влаги.","['landsat', 'modis']"
